"lockdown_duration","c_star_multiplier","loss_base","loss_diim","loss_pca","reduction_diim","reduction_pca","pca_wins","overlap"
75,0,1514.17689385658,1435.34336516552,1448.68615089254,78.8335286910649,65.4907429640418,FALSE,4
75,0.2,8478.70237807815,8413.2412242851,8413.21163511411,65.4611537930523,65.4907429640443,TRUE,4
75,0.4,15443.2278622997,15377.7667085067,15377.7371193357,65.4611537930414,65.490742964048,TRUE,4
75,0.6,22407.7533465213,22342.2921927282,22342.2626035572,65.4611537930541,65.4907429640625,TRUE,4
75,0.8,29372.2788307429,29306.8176769498,29306.7880877788,65.4611537930759,65.4907429640734,TRUE,4
75,1,36336.8043149644,36271.3431611714,36271.3135720004,65.461153793025,65.4907429640152,TRUE,4
75,1.2,43301.329799186,43235.868645393,43235.8390562219,65.4611537930468,65.4907429640662,TRUE,4
75,1.4,50265.8552834075,50200.3941296145,50200.3645404435,65.4611537930396,65.4907429639716,TRUE,4
75,1.6,57230.3807676291,57164.9196138361,57164.8900246651,65.4611537930323,65.490742964037,TRUE,4
75,1.8,64194.9062518507,64129.4450980576,64129.4155088867,65.4611537930396,65.4907429640007,TRUE,4
75,2,71159.4317360723,71093.9705822792,71093.9409931082,65.4611537930759,65.4907429641171,TRUE,4
80,0,1514.17689385658,1435.34336516552,1448.68615089254,78.8335286910649,65.4907429640418,FALSE,4
80,0.2,8946.07559302524,8880.6144392322,8880.5848500612,65.461153793045,65.4907429640443,TRUE,4
80,0.4,16377.9742921939,16312.5131384009,16312.4835492299,65.461153793045,65.4907429640516,TRUE,4
80,0.6,23809.8729913626,23744.4118375695,23744.3822483985,65.4611537930505,65.4907429640334,TRUE,4
80,0.8,31241.7716905312,31176.3105367382,31176.2809475672,65.4611537930468,65.4907429640516,TRUE,4
80,1,38673.6703896999,38608.2092359068,38608.1796467358,65.4611537930468,65.490742964037,TRUE,4
80,1.2,46105.5690888685,46040.1079350755,46040.0783459045,65.4611537930323,65.4907429640589,TRUE,4
80,1.4,53537.4677880372,53472.0066342441,53471.9770450731,65.4611537930177,65.4907429640152,TRUE,4
80,1.6,60969.3664872059,60903.9053334128,60903.8757442418,65.4611537930759,65.4907429640662,TRUE,4
80,1.8,68401.2651863745,68335.8040325815,68335.7744434105,65.4611537930614,65.4907429640152,TRUE,4
80,2,75833.1638855432,75767.7027317501,75767.673142579,65.4611537930614,65.4907429641171,TRUE,4
85,0,1514.17689385658,1435.34336516552,1448.68615089254,78.8335286910649,65.4907429640418,FALSE,4
85,0.2,9412.98641306069,9347.52525926765,9347.49567009666,65.4611537930414,65.4907429640352,TRUE,4
85,0.4,17311.7959322648,17246.3347784718,17246.3051893008,65.4611537930505,65.4907429640334,TRUE,4
85,0.6,25210.6054514689,25145.1442976759,25145.1147085049,65.4611537930432,65.4907429640552,TRUE,4
85,0.8,33109.414970673,33043.95381688,33043.924227709,65.4611537930396,65.490742964037,TRUE,4
85,1,41008.2244898772,40942.7633360841,40942.7337469131,65.4611537930541,65.4907429640516,TRUE,4
85,1.2,48907.0340090813,48841.5728552882,48841.5432661172,65.4611537930468,65.4907429640516,TRUE,4
85,1.4,56805.8435282854,56740.3823744924,56740.3527853214,65.4611537929813,65.4907429639643,TRUE,4
85,1.6,64704.6530474895,64639.1918936964,64639.1623045255,65.4611537930687,65.490742964037,TRUE,4
85,1.8,72603.4625666936,72538.0014129006,72537.9718237296,65.4611537930614,65.4907429640152,TRUE,4
85,2,80502.2720858977,80436.8109321047,80436.7813429337,65.4611537930905,65.4907429640152,TRUE,4
90,0,1514.17689385658,1435.34336516552,1448.68615089254,78.8335286910649,65.4907429640418,FALSE,4
90,0.2,9879.42354226256,9813.96238846951,9813.93279929851,65.4611537930523,65.4907429640443,TRUE,4
90,0.4,18244.6701906685,18179.2090368755,18179.1794477045,65.4611537930468,65.4907429640443,TRUE,4
90,0.6,26609.9168390745,26544.4556852815,26544.4260961105,65.4611537930541,65.4907429640261,TRUE,4
90,0.8,34975.1634874805,34909.7023336874,34909.6727445164,65.4611537930614,65.4907429640662,TRUE,4
90,1,43340.4101358865,43274.9489820934,43274.9193929224,65.4611537930832,65.490742964037,TRUE,4
90,1.2,51705.6567842924,51640.1956304994,51640.1660413284,65.4611537929959,65.4907429640516,TRUE,4
90,1.4,60070.9034326984,60005.4422789053,60005.4126897344,65.4611537930468,65.4907429640152,TRUE,4
90,1.6,68436.1500811044,68370.6889273113,68370.6593381403,65.4611537930614,65.4907429640734,TRUE,4
90,1.8,76801.3967295104,76735.9355757173,76735.9059865463,65.4611537930177,65.490742964088,TRUE,4
90,2,85166.6433779163,85101.1822241233,85101.1526349524,65.4611537930468,65.4907429639716,TRUE,4
95,0,1514.17689385658,1435.34336516552,1448.68615089254,78.8335286910649,65.4907429640418,FALSE,4
95,0.2,10345.3754092244,10279.9142554313,10279.8846662603,65.4611537930377,65.4907429640425,TRUE,4
95,0.4,19176.5739245922,19111.1127707991,19111.0831816281,65.4611537930432,65.4907429640407,TRUE,4
95,0.6,28007.77243996,27942.311286167,27942.281696996,65.4611537930323,65.490742964037,TRUE,4
95,0.8,36838.9709553278,36773.5098015348,36773.4802123638,65.4611537930468,65.4907429640298,TRUE,4
95,1,45670.1694706957,45604.7083169026,45604.6787277316,65.461153793105,65.490742964088,TRUE,4
95,1.2,54501.3679860634,54435.9068322704,54435.8772430994,65.4611537930614,65.4907429640589,TRUE,4
95,1.4,63332.5665014313,63267.1053476382,63267.0757584672,65.4611537930614,65.4907429640225,TRUE,4
95,1.6,72163.765016799,72098.303863006,72098.274273835,65.4611537930614,65.4907429640007,TRUE,4
95,1.8,80994.9635321668,80929.5023783738,80929.4727892028,65.4611537930905,65.4907429640589,TRUE,4
95,2,89826.1620475346,89760.7008937416,89760.6713045707,65.4611537930614,65.4907429639425,TRUE,4
100,0,1514.17689385658,1435.34336516552,1448.68615089254,78.8335286910649,65.4907429640418,FALSE,4
100,0.2,10810.8301603529,10745.3690065599,10745.3394173889,65.4611537930305,65.4907429640243,TRUE,4
100,0.4,20107.4834268493,20042.0222730562,20041.9926838853,65.4611537930687,65.490742964048,TRUE,4
100,0.6,29404.1366933456,29338.6755395526,29338.6459503816,65.4611537930723,65.4907429640225,TRUE,4
100,0.8,38700.789959842,38635.328806049,38635.299216878,65.4611537930614,65.4907429640152,TRUE,4
100,1,47997.4432263384,47931.9820725453,47931.9524833743,65.4611537930323,65.4907429640298,TRUE,4
100,1.2,57294.0964928347,57228.6353390417,57228.6057498707,65.4611537930396,65.4907429640298,TRUE,4
100,1.4,66590.7497593311,66525.2886055381,66525.259016367,65.4611537929595,65.4907429640152,TRUE,4
100,1.6,75887.4030258274,75821.9418720345,75821.9122828634,65.4611537929741,65.4907429640589,TRUE,4
100,1.8,85184.0562923238,85118.5951385307,85118.5655493598,65.4611537930905,65.4907429640589,TRUE,4
100,2,94480.7095588202,94415.2484050271,94415.2188158561,65.4611537930468,65.4907429640298,TRUE,4
