"sim_id","q0_pca_share","q0_mean_ratio","q0_max_ratio","q0_top5_overlap","q0_pca_avg_rank","q0_pca_cv","q0_gini","q0_cv","reduction_diim","reduction_pca","pca_advantage","pca_wins","overlap"
1615,0.367413540947961,1.16162316056701,1.06195735276892,2,7.4,0.638000079850135,0.329865914786149,0.596496088132724,650.956448200173,633.425186358771,-17.5312618414027,FALSE,4
1616,0.37736720474472,1.21216616798991,0.939673858095657,3,6.8,0.598064851498557,0.32398603660807,0.595078031476075,616.238582181628,616.851443440515,0.612861258887278,TRUE,4
1617,0.26531562311263,0.722257424982112,0.876014568329869,1,8.8,0.857330163148206,0.372763271812637,0.684011277813064,536.535660730653,460.716042099652,-75.8196186310015,FALSE,4
1618,0.241582163209673,0.637068780534129,0.810207034591629,1,10.6,0.729201730859034,0.280909320148036,0.512549940063399,398.180538051423,365.851632566009,-32.328905485414,FALSE,4
1619,0.37698509283719,1.21019605952598,0.989266057099217,2,7.6,0.531348323862971,0.275764117214003,0.507744441525354,642.955969129856,657.640764898257,14.6847957684004,TRUE,4
1620,0.266809478776913,0.727803950143351,0.819611020307965,1,9,0.770820084763433,0.348434703744714,0.640161915445296,328.082521957585,287.785670757643,-40.2968511999425,FALSE,4
1621,0.297310275747708,0.846206413688673,1.17979612995362,1,10,1.01459927343289,0.345974268536568,0.653440875627505,314.511829527222,296.416270518788,-18.0955590084341,FALSE,4
1622,0.322250650845929,0.950943446122508,1.00366767314522,2,7.8,0.758745426308857,0.353340470896135,0.644423958495468,388.373032771364,394.874097685293,6.50106491392944,TRUE,4
1623,0.286530732743712,0.803204134764184,0.87596113625456,3,7.8,0.838081262766778,0.332653889130792,0.627659345885377,252.24103146571,254.280120048439,2.03908858272916,TRUE,4
1624,0.321693837015543,0.948521050140936,0.980530945897303,2,8.4,0.556657459733874,0.230347949377941,0.42547226137344,378.547141700979,411.16226397386,32.6151222728804,TRUE,4
1625,0.255891893024112,0.68778149471876,0.613543161076527,0,10.2,0.551444774567369,0.297198550566965,0.54073221128813,374.603945466617,377.809775679525,3.20583021290804,TRUE,4
1626,0.293077873686404,0.829165937172528,0.930658159075309,1,9.2,0.465368332809381,0.249206855892495,0.455962804576852,408.240316649433,414.305506294477,6.06518964504357,TRUE,4
1627,0.350373812815845,1.07869362328068,0.99893861477488,2,7,0.425015004970959,0.21267164138738,0.41041901122727,532.796599747388,569.92399897139,37.1273992240021,TRUE,4
1628,0.513676488419831,2.1124888112063,1.04035207751933,4,4,0.198764674153727,0.323860775717421,0.590373467083302,703.06702077188,738.579684224831,35.5126634529515,TRUE,4
1629,0.407798201763628,1.37722716472016,1.01387433473415,2,7.2,0.755568639901966,0.416069313591007,0.769695322836144,464.080040574176,507.742841643918,43.6628010697423,TRUE,4
1630,0.240572817608761,0.633563883903285,0.723346974828962,0,9.8,0.606715556409246,0.332472808735641,0.605317118478462,523.865896820884,482.739072553632,-41.1268242672522,FALSE,4
1631,0.257013410080696,0.691838624190003,0.892478333579165,1,9.8,0.724059972889026,0.290062056115854,0.532424827019525,376.608336431753,336.056366428682,-40.5519700030709,FALSE,4
1632,0.256197376070644,0.688885378535522,1.00496173164106,1,9.4,0.893248939243346,0.343736992918702,0.63958804382657,421.795883197228,366.117492472855,-55.6783907243735,FALSE,4
1633,0.332104347169288,0.994479738748844,0.957721891757866,2,8,0.503152209111968,0.256016275108073,0.469333504385645,481.094934024542,482.064708206934,0.96977418239112,TRUE,4
1634,0.412011836326392,1.40142901432655,1.20512118297545,2,6.2,0.600571967301803,0.367750291841877,0.680024668858178,379.702495092191,388.85163971518,9.14914462298839,TRUE,4
1635,0.377367272529946,1.21216651769432,1.04178052421812,2,6.8,0.552356445630779,0.343934081928841,0.628752410538636,372.533340647853,429.83231293159,57.2989722837374,TRUE,4
1636,0.184271913302773,0.451797397460875,0.610026950746081,1,10.8,0.967138612612973,0.364581257893477,0.666810666815231,192.086565383481,173.314155253058,-18.7724101304229,FALSE,4
1637,0.409094983816678,1.38463872403399,1.06936616999374,3,6.2,0.570425798301572,0.310252086958001,0.569852699510011,923.202924127283,694.9076866955,-228.295237431783,FALSE,3
1638,0.314110230134836,0.915920440675434,0.832500821173683,2,8.6,0.702973734207194,0.352307234165677,0.638343209421064,307.285977970743,295.733750258889,-11.5522277118544,FALSE,4
1639,0.354502249265113,1.09838415040647,0.969149842057592,2,8.8,0.66092630685642,0.291249853061251,0.561476987904821,694.187235914054,678.60582874668,-15.581407167374,FALSE,4
1640,0.310362862235605,0.900075837683894,0.810334531602751,0,8.8,0.3673563239598,0.274173695666204,0.499194867321508,507.47879610223,526.945702870777,19.4669067685463,TRUE,4
1641,0.377501109045175,1.2128571296445,1.13285979770123,2,7,0.719601407288162,0.393229804230508,0.740218542435696,504.982478054055,457.902964502755,-47.0795135512999,FALSE,4
1642,0.337329122247353,1.01808947268471,0.752109446291834,2,7.4,0.443997637959256,0.326052364773982,0.601809441708649,467.835541722176,409.200759759318,-58.6347819628572,FALSE,4
1643,0.346001143463681,1.05810932238065,1.04863781897919,2,7.8,0.707494057136484,0.373467037036787,0.693956901335599,610.819513968563,381.353274221314,-229.466239747249,FALSE,4
1644,0.172325550913658,0.416409014689015,0.683741094242974,0,12,0.908926621183319,0.284129057037667,0.555217679770749,271.898004802148,243.070724172743,-28.8272806294044,FALSE,4
1645,0.22894937885721,0.593863418507801,0.700809600139946,1,10.4,0.853808014510615,0.270495672296167,0.503189078833218,324.9292687427,259.056350582825,-65.8729181598756,FALSE,3
1646,0.445609814154048,1.60756746973825,1.05730539144277,3,6.2,0.695625853302913,0.450011228025535,0.82175215672178,417.358600201704,408.649871298458,-8.70872890324608,FALSE,4
1647,0.292851632323567,0.828260788569242,1.1375479624198,2,8.8,1.20767475471117,0.422654681518111,0.769084579361369,230.573044661756,255.774459178792,25.201414517036,TRUE,4
1648,0.356917031243148,1.11001860905477,0.94825900523723,2,7.6,0.781322010951097,0.359013344427632,0.735081736478596,565.546081281595,551.019825687541,-14.5262555940535,FALSE,4
1649,0.303443786479578,0.871268622947061,0.824097607151218,2,9,0.870544870085698,0.383556751840464,0.704373454200173,613.281200207719,542.61757359968,-70.6636266080386,FALSE,4
1650,0.360149269325832,1.12572902416277,1.05459642860843,3,6.6,0.554209673469036,0.250385574259703,0.462434836515253,670.052742060681,626.305267506184,-43.7474745544969,FALSE,4
