"sim_id","c_star_mean","c_star_sd","c_star_max","c_star_gini","c_star_sum","q0_mean","q0_sd","q0_max","q0_gini","q0_sum","cstar_q0_cor","c_star_pca_share","q0_pca_share","lockdown_duration","loss_base","loss_diim","loss_pca","reduction_diim","reduction_pca","pca_wins","overlap"
187,0.801729777470702,0.462493847869666,1.42151832050704,0.316991553024824,12.0259466620605,0.0138739444563164,0.0077149991187763,0.0235466697585969,0.302043794709288,0.208109166844746,0.159380715952702,0.387075847546266,0.264334566066233,38,214818.667650092,214030.02667999,214374.689688391,788.640970101289,443.977961700555,FALSE,3
188,0.953277596033044,0.423576378551614,1.44000813307639,0.241260321486733,14.2991639404957,0.0127604170090112,0.00704648197660187,0.022908386383282,0.305501958968335,0.191406255135169,-0.245580627871049,0.334697908239638,0.201587340482006,76,362806.554017644,362418.213792419,362524.392859503,388.340225225373,282.161158141505,FALSE,4
189,0.701281680060089,0.49932322828155,1.54846450135098,0.383743409799663,10.5192252009013,0.0128862202863402,0.00681518813184545,0.0231699669663769,0.2908251884415,0.193293304295103,-0.156001120999289,0.23899941503458,0.308897344642421,34,122070.447217443,121295.701420849,121453.52890758,774.745796593576,616.918309863031,FALSE,3
190,0.661006339362585,0.502050856261884,1.44101585417415,0.404037367199801,9.91509509043878,0.0106637790762261,0.00554041646952159,0.0189868023072579,0.287855527675088,0.159956686143392,0.16858421212719,0.272676102913608,0.302111517214925,44,152632.029259225,152212.867908657,152279.050059476,419.161350567185,352.979199748632,FALSE,3
191,0.650757644670486,0.492431005026287,1.50058617356075,0.408743953912519,9.76136467005729,0.0104953444247532,0.00650484890310957,0.023334418602045,0.323506305894641,0.157430166371298,0.151910172580845,0.533074203123932,0.384074320863336,67,250616.899391891,249994.527123254,250120.309310736,622.372268637642,496.590081155009,FALSE,4
192,0.842737089172554,0.416452803975972,1.58359910248798,0.272865605993147,12.6410563375883,0.0137095168876062,0.00517091817780893,0.0213134321252026,0.20549557885974,0.205642753314093,-0.155633363072738,0.2724613363493,0.229589138225043,10,51495.2525796297,51020.2409591334,51167.7202947737,475.011620496276,327.532284855981,FALSE,3
193,0.946412563158331,0.390134238995643,1.54433645648484,0.226623820712398,14.196188447375,0.0119086941663525,0.00656839358730882,0.023276409094003,0.297735924879295,0.178630412495288,-0.42454192756977,0.365497783100979,0.324686931265954,31,173418.038066786,172889.862582698,173022.898782428,528.175484088017,395.139284358738,FALSE,4
194,0.960848379023825,0.425657792623151,1.56657377471218,0.239282838789902,14.4127256853574,0.0137550634827539,0.00657703798372939,0.0216083623314124,0.259836971229472,0.206325952241309,0.0355042313028186,0.331579701830238,0.346535735301265,37,197512.794408082,196863.802898258,196966.562173877,648.991509824526,546.232234205003,FALSE,3
195,0.680600888423091,0.432992887514471,1.42682257929826,0.351001044112674,10.2090133263464,0.0089804961183299,0.0056555027621339,0.0209169036262076,0.341745189366116,0.134707441774949,-0.304100227992547,0.292403908748594,0.356454199859742,39,116123.811511414,115614.250004773,115613.941681549,509.561506641025,509.869829864896,TRUE,4
196,0.9691182480973,0.543308035583297,1.58016719725739,0.298703686983832,14.5367737214595,0.0146434819403466,0.00555793721039062,0.0223606880571881,0.206112292271787,0.219652229105198,-0.150221854391818,0.288913291848822,0.332833811746045,14,73076.7665417797,72447.0679828065,72513.0428804411,629.698558973279,563.723661338634,FALSE,3
